mentee_id,mentor_id,rank,final_score,is_boosted,top_factor,profile_penalized,main_reason,matching_skills,learn_from_mentor,explain_skill,explain_domain,explain_exp,explain_rating
mentee_05c5e2da,mentor_b671d7f6,1,1.0672,True,domain,False,Оба из Game Development.,blender; c#; game design; git; opengl; python; unity,physics simulation; unreal engine,"Совпадают 7: blender, c#, game design, git. Можно научиться: physics simulation, unreal engine.",Game Development → Game Development: смежные области (схожесть 0.69).,19 лет — видел многое.,Рейтинг 4.0/5.0.
mentee_05c5e2da,mentor_deb7b68e,2,1.0496,True,domain,False,Оба из Game Development.,blender; c#; game design; opengl; python; unity,c++; unreal engine,"Совпадают 6: blender, c#, game design, opengl. Можно научиться: c++, unreal engine.",Game Development → Game Development: очень близкие области (схожесть 0.70).,16 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_05c5e2da,mentor_fa1703d1,3,1.0,True,domain,False,Оба из Game Development.,blender; game design; git; opengl; python; unity,c++; physics simulation; unreal engine,"Совпадают 6: blender, game design, git, opengl. Можно научиться: c++, physics simulation, unreal engine.",Game Development → Game Development: смежные области (схожесть 0.69).,9 лет — хорошая база.,Рейтинг 4.2/5.0.
mentee_05c5e2da,mentor_320dae5f,4,0.9923,False,domain,False,Оба из Game Development.,game design; git; lua; opengl; python,c++; physics simulation; unreal engine,"Совпадают 5: game design, git, lua, opengl. Можно научиться: c++, physics simulation, unreal engine.",Game Development → Game Development: смежные области (схожесть 0.69).,18 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_05c5e2da,mentor_75b6e3e8,5,0.9828,False,domain,False,Оба из Game Development.,blender; c#; game design; git; lua; opengl; python; unity,c++; physics simulation; unreal engine,"Совпадают 8: blender, c#, game design, git. Можно научиться: c++, physics simulation, unreal engine.",Game Development → Game Development: смежные области (схожесть 0.70).,18 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_cda8fd54,mentor_26efd06d,1,0.9025,False,skill,False,"Совпадают навыки: power bi, python, sql.",power bi; python; sql,a/b testing; amplitude; excel,"Совпадают 3: power bi, python, sql. Можно научиться: a/b testing, amplitude, excel.",Product Analytics → Product Analytics: смежные области (схожесть 0.65).,19 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_cda8fd54,mentor_a49c021b,2,0.8476,False,exp,False,Большой опыт: 18 лет.,python; sql,a/b testing; amplitude; google analytics,"Совпадают 2: python, sql. Можно научиться: a/b testing, amplitude, google analytics.",Product Analytics → Product Analytics: смежные области (схожесть 0.65).,18 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_cda8fd54,mentor_6da5f668,3,0.839,False,skill,False,"Совпадают навыки: power bi, python, sql.",power bi; python; sql,a/b testing; amplitude; excel,"Совпадают 3: power bi, python, sql. Можно научиться: a/b testing, amplitude, excel.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,11 лет — видел многое.,Рейтинг 4.1/5.0.
mentee_cda8fd54,mentor_3664ddff,4,0.8245,False,exp,False,Большой опыт: 16 лет.,power bi; python; sql,a/b testing; amplitude; excel,"Совпадают 3: power bi, python, sql. Можно научиться: a/b testing, amplitude, excel.",Product Analytics → Product Analytics: смежные области (схожесть 0.65).,16 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_cda8fd54,mentor_5cb4cc3c,5,0.7962,True,skill,False,"Совпадают навыки: power bi, python, sql.",power bi; python; sql,a/b testing; excel; google analytics,"Совпадают 3: power bi, python, sql. Можно научиться: a/b testing, excel, google analytics.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,6 лет — хорошая база.,Рейтинг 4.0/5.0.
mentee_3afcac0d,mentor_21e431d6,1,0.8694,False,skill,False,"Совпадают навыки: metasploit, nmap, owasp.",metasploit; nmap; owasp; wireshark,burp suite; linux; network security,"Совпадают 4: metasploit, nmap, owasp, wireshark. Можно научиться: burp suite, linux, network security.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.72).,8 лет — хорошая база.,Рейтинг 4.8/5.0 — один из лучших.
mentee_3afcac0d,mentor_601923cb,2,0.8661,False,skill,False,"Совпадают навыки: cryptography, metasploit, nmap.",cryptography; metasploit; nmap; owasp; wireshark,burp suite; linux; network security,"Совпадают 5: cryptography, metasploit, nmap, owasp. Можно научиться: burp suite, linux, network security.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.72).,11 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_3afcac0d,mentor_2a8b6a50,3,0.8332,True,skill,False,"Совпадают навыки: cryptography, metasploit, nmap.",cryptography; metasploit; nmap; owasp; wireshark,burp suite; linux; network security,"Совпадают 5: cryptography, metasploit, nmap, owasp. Можно научиться: burp suite, linux, network security.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.71).,10 лет — видел многое.,Рейтинг 3.6/5.0.
mentee_3afcac0d,mentor_b061abd4,4,0.819,False,skill,False,"Совпадают навыки: cryptography, metasploit, nmap.",cryptography; metasploit; nmap; owasp; wireshark,burp suite; linux; network security,"Совпадают 5: cryptography, metasploit, nmap, owasp. Можно научиться: burp suite, linux, network security.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.71).,9 лет — хорошая база.,Рейтинг 4.1/5.0.
mentee_3afcac0d,mentor_e6d22ba3,5,0.7932,False,skill,False,"Совпадают навыки: cryptography, metasploit, nmap.",cryptography; metasploit; nmap; owasp; wireshark,burp suite; network security; siem,"Совпадают 5: cryptography, metasploit, nmap, owasp. Можно научиться: burp suite, network security, siem.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.70).,8 лет — хорошая база.,Рейтинг 4.0/5.0.
mentee_6f185afc,mentor_deb7b68e,1,1.0181,True,skill,False,"Совпадают навыки: blender, python, unity.",blender; python; unity,c#; c++; game design,"Совпадают 3: blender, python, unity. Можно научиться: c#, c++, game design.",Game Development → Game Development: смежные области (схожесть 0.69).,16 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_6f185afc,mentor_75b6e3e8,2,0.9729,False,skill,False,"Совпадают навыки: blender, git, python.",blender; git; python; unity,c#; c++; game design,"Совпадают 4: blender, git, python, unity. Можно научиться: c#, c++, game design.",Game Development → Game Development: смежные области (схожесть 0.68).,18 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_6f185afc,mentor_148fff02,3,0.9596,True,skill,False,"Совпадают навыки: blender, git, python.",blender; git; python; unity,c#; game design; lua,"Совпадают 4: blender, git, python, unity. Можно научиться: c#, game design, lua.",Game Development → Game Development: смежные области (схожесть 0.68).,9 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_6f185afc,mentor_fa1703d1,4,0.9285,True,skill,False,"Совпадают навыки: blender, git, python.",blender; git; python; unity,c++; game design; opengl,"Совпадают 4: blender, git, python, unity. Можно научиться: c++, game design, opengl.",Game Development → Game Development: смежные области (схожесть 0.67).,9 лет — хорошая база.,Рейтинг 4.2/5.0.
mentee_6f185afc,mentor_ea98b4b2,5,0.8802,False,rating,False,Высокий рейтинг: 4.6/5.0.,git; python; unity,c#; c++; game design,"Совпадают 3: git, python, unity. Можно научиться: c#, c++, game design.",Game Development → Game Development: смежные области (схожесть 0.67).,12 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_36739bf0,mentor_75b6e3e8,1,0.6761,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 30%.,,blender; c#; c++,Навыки не указаны — штраф 30%.,Game Development → Game Development: смежные области (схожесть 0.68).,18 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_36739bf0,mentor_148fff02,2,0.6594,True,rating,True,Профиль неполный — навыки не указаны. Score снижен на 30%.,,blender; c#; game design,Навыки не указаны — штраф 30%.,Game Development → Game Development: смежные области (схожесть 0.68).,9 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_36739bf0,mentor_9f49a7c6,3,0.6293,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 30%.,,blender; c#; c++,Навыки не указаны — штраф 30%.,Game Development → Game Development: смежные области (схожесть 0.68).,10 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_36739bf0,mentor_ea98b4b2,4,0.6251,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 30%.,,c#; c++; game design,Навыки не указаны — штраф 30%.,Game Development → Game Development: смежные области (схожесть 0.67).,12 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_36739bf0,mentor_fa1703d1,5,0.6165,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 30%.,,blender; c++; game design,Навыки не указаны — штраф 30%.,Game Development → Game Development: смежные области (схожесть 0.67).,9 лет — хорошая база.,Рейтинг 4.2/5.0.
mentee_90534cd7,mentor_13adc44c,1,0.9005,False,skill,False,"Совпадают навыки: grpc, kubernetes, microservices.",grpc; kubernetes; microservices; postgresql; redis; rest api,docker; go; java,"Совпадают 6: grpc, kubernetes, microservices, postgresql. Можно научиться: docker, go, java.",Backend → Backend: смежные области (схожесть 0.52).,13 лет — видел многое.,Рейтинг 5.0/5.0 — один из лучших.
mentee_90534cd7,mentor_f061e9b1,2,0.8791,True,skill,False,"Совпадают навыки: kubernetes, microservices, redis.",kubernetes; microservices; redis,docker; java; kafka,"Совпадают 3: kubernetes, microservices, redis. Можно научиться: docker, java, kafka.",Backend → Backend: смежные области (схожесть 0.53).,8 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_90534cd7,mentor_7b23c9f3,3,0.8156,False,skill,False,"Совпадают навыки: grpc, kubernetes, microservices.",grpc; kubernetes; microservices; postgresql; redis; rest api,docker; go; java,"Совпадают 6: grpc, kubernetes, microservices, postgresql. Можно научиться: docker, go, java.",Backend → Backend: смежные области (схожесть 0.52).,19 лет — видел многое.,Рейтинг 3.5/5.0.
mentee_90534cd7,mentor_2c29357e,4,0.8151,False,skill,False,"Совпадают навыки: grpc, postgresql, redis.",grpc; postgresql; redis; rest api,docker; go; kafka,"Совпадают 4: grpc, postgresql, redis, rest api. Можно научиться: docker, go, kafka.",Backend → Backend: смежные области (схожесть 0.52).,19 лет — видел многое.,Рейтинг 3.5/5.0.
mentee_90534cd7,mentor_29f33a59,5,0.8149,False,skill,False,"Совпадают навыки: grpc, kubernetes, microservices.",grpc; kubernetes; microservices; postgresql; redis; rest api,docker; go; java,"Совпадают 6: grpc, kubernetes, microservices, postgresql. Можно научиться: docker, go, java.",Backend → Backend: смежные области (схожесть 0.52).,15 лет — видел многое.,Рейтинг 3.8/5.0.
mentee_3b782bb0,mentor_6c56c753,1,0.9401,False,rating,False,Высокий рейтинг: 4.8/5.0.,figma; next.js; tailwind; vite,angular; css; graphql,"Совпадают 4: figma, next.js, tailwind, vite. Можно научиться: angular, css, graphql.",Frontend → Frontend: очень близкие области (схожесть 0.81).,15 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_3b782bb0,mentor_56105218,2,0.9274,False,exp,False,Большой опыт: 18 лет.,figma; next.js; tailwind; vite,angular; css; graphql,"Совпадают 4: figma, next.js, tailwind, vite. Можно научиться: angular, css, graphql.",Frontend → Frontend: очень близкие области (схожесть 0.81).,18 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_3b782bb0,mentor_07276bdc,3,0.9103,False,exp,False,Большой опыт: 16 лет.,figma; next.js; tailwind; vite,a/b testing; angular; html,"Совпадают 4: figma, next.js, tailwind, vite. Можно научиться: a/b testing, angular, html.",Frontend → Frontend: очень близкие области (схожесть 0.81).,16 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_3b782bb0,mentor_a669ea81,4,0.8988,False,exp,False,Большой опыт: 20 лет.,figma; next.js; vite,angular; css; graphql,"Совпадают 3: figma, next.js, vite. Можно научиться: angular, css, graphql.",Frontend → Frontend: очень близкие области (схожесть 0.80).,20 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_3b782bb0,mentor_fcda6bbf,5,0.8875,True,skill,False,"Совпадают навыки: figma, next.js, tailwind.",figma; next.js; tailwind; vite,css; git; graphql,"Совпадают 4: figma, next.js, tailwind, vite. Можно научиться: css, git, graphql.",Frontend → Frontend: очень близкие области (схожесть 0.80).,9 лет — хорошая база.,Рейтинг 4.3/5.0.
mentee_2d298e37,mentor_f1b6cb59,1,0.8873,True,rating,False,Высокий рейтинг: 4.6/5.0.,rust; web3.js,ethers.js; nft; python,"Совпадают 2: rust, web3.js. Можно научиться: ethers.js, nft, python.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,6 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_2d298e37,mentor_5e9ee3e2,2,0.8867,True,rating,False,Высокий рейтинг: 4.9/5.0.,rust,defi; ethereum; python,"Совпадают 1: rust. Можно научиться: defi, ethereum, python.",Blockchain → Blockchain: смежные области (схожесть 0.70).,5 лет — хорошая база.,Рейтинг 4.9/5.0 — один из лучших.
mentee_2d298e37,mentor_e13c245d,3,0.8454,False,rating,False,Высокий рейтинг: 4.9/5.0.,rust; web3.js,defi; ethereum; ethers.js,"Совпадают 2: rust, web3.js. Можно научиться: defi, ethereum, ethers.js.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,10 лет — видел многое.,Рейтинг 4.9/5.0 — один из лучших.
mentee_2d298e37,mentor_a33c1349,4,0.7349,False,rating,False,Высокий рейтинг: 4.2/5.0.,rust; web3.js,defi; ethereum; ethers.js,"Совпадают 2: rust, web3.js. Можно научиться: defi, ethereum, ethers.js.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,12 лет — видел многое.,Рейтинг 4.2/5.0.
mentee_2d298e37,mentor_feebeacf,5,0.7286,False,rating,False,Высокий рейтинг: 4.3/5.0.,rust; web3.js,defi; ethers.js; smart contracts,"Совпадают 2: rust, web3.js. Можно научиться: defi, ethers.js, smart contracts.",Blockchain → Blockchain: смежные области (схожесть 0.70).,5 лет — хорошая база.,Рейтинг 4.3/5.0.
mentee_1660fac6,mentor_13adc44c,1,0.8943,False,skill,False,"Совпадают навыки: grpc, kubernetes, microservices.",grpc; kubernetes; microservices; mongodb; node.js; postgresql; sql,docker; go; java,"Совпадают 7: grpc, kubernetes, microservices, mongodb. Можно научиться: docker, go, java.",Backend → Backend: смежные области (схожесть 0.53).,13 лет — видел многое.,Рейтинг 5.0/5.0 — один из лучших.
mentee_1660fac6,mentor_bb039843,2,0.837,False,skill,False,"Совпадают навыки: grpc, microservices, mongodb.",grpc; microservices; mongodb; node.js; postgresql; sql,cryptography; docker; java,"Совпадают 6: grpc, microservices, mongodb, node.js. Можно научиться: cryptography, docker, java.",Backend → Backend: смежные области (схожесть 0.52).,11 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_1660fac6,mentor_d09d90d5,3,0.7846,False,skill,False,"Совпадают навыки: kubernetes, microservices, mongodb.",kubernetes; microservices; mongodb; postgresql; sql,docker; go; kafka,"Совпадают 5: kubernetes, microservices, mongodb, postgresql. Можно научиться: docker, go, kafka.",Backend → Backend: смежные области (схожесть 0.52).,5 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_1660fac6,mentor_29f33a59,4,0.7778,False,skill,False,"Совпадают навыки: grpc, kubernetes, microservices.",grpc; kubernetes; microservices; mongodb; node.js; postgresql; sql,docker; go; java,"Совпадают 7: grpc, kubernetes, microservices, mongodb. Можно научиться: docker, go, java.",Backend → Backend: смежные области (схожесть 0.53).,15 лет — видел многое.,Рейтинг 3.8/5.0.
mentee_1660fac6,mentor_e746bd5b,5,0.7766,False,skill,False,"Совпадают навыки: grpc, kubernetes, microservices.",grpc; kubernetes; microservices; node.js; postgresql,docker; go; java,"Совпадают 5: grpc, kubernetes, microservices, node.js. Можно научиться: docker, go, java.",Backend → Backend: смежные области (схожесть 0.52).,16 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_3a06ec6f,mentor_a49c021b,1,0.9341,False,skill,False,"Совпадают навыки: a/b testing, python, statistics.",a/b testing; python; statistics; tableau,amplitude; google analytics; looker,"Совпадают 4: a/b testing, python, statistics, tableau. Можно научиться: amplitude, google analytics, looker.",Product Analytics → Product Analytics: смежные области (схожесть 0.65).,18 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_3a06ec6f,mentor_b0698586,2,0.8946,True,skill,False,"Совпадают навыки: a/b testing, python, tableau.",a/b testing; python; tableau,amplitude; excel; google analytics,"Совпадают 3: a/b testing, python, tableau. Можно научиться: amplitude, excel, google analytics.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,8 лет — хорошая база.,Рейтинг 3.8/5.0.
mentee_3a06ec6f,mentor_0c7311c4,3,0.8923,True,skill,False,"Совпадают навыки: a/b testing, python, statistics.",a/b testing; python; statistics; tableau,google analytics; looker; mixpanel,"Совпадают 4: a/b testing, python, statistics, tableau. Можно научиться: google analytics, looker, mixpanel.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,8 лет — хорошая база.,Рейтинг 4.4/5.0.
mentee_3a06ec6f,mentor_3664ddff,4,0.8398,False,skill,False,"Совпадают навыки: a/b testing, python, statistics.",a/b testing; python; statistics; tableau,amplitude; excel; google analytics,"Совпадают 4: a/b testing, python, statistics, tableau. Можно научиться: amplitude, excel, google analytics.",Product Analytics → Product Analytics: смежные области (схожесть 0.65).,16 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_3a06ec6f,mentor_5cb4cc3c,5,0.8355,True,skill,False,"Совпадают навыки: a/b testing, python, statistics.",a/b testing; python; statistics; tableau,excel; google analytics; mixpanel,"Совпадают 4: a/b testing, python, statistics, tableau. Можно научиться: excel, google analytics, mixpanel.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,6 лет — хорошая база.,Рейтинг 4.0/5.0.
mentee_bb2cbd71,mentor_c44e63fa,1,0.9443,True,skill,False,"Совпадают навыки: aws, bash, grafana.",aws; bash; grafana; linux; terraform,azure; docker; gcp,"Совпадают 5: aws, bash, grafana, linux. Можно научиться: azure, docker, gcp.",DevOps → DevOps: смежные области (схожесть 0.70).,6 лет — хорошая база.,Рейтинг 4.4/5.0.
mentee_bb2cbd71,mentor_085cc4b3,2,0.8885,False,skill,False,"Совпадают навыки: aws, bash, grafana.",aws; bash; grafana; linux; terraform,ansible; azure; docker,"Совпадают 5: aws, bash, grafana, linux. Можно научиться: ansible, azure, docker.",DevOps → DevOps: очень близкие области (схожесть 0.70).,19 лет — видел многое.,Рейтинг 4.1/5.0.
mentee_bb2cbd71,mentor_2cf30255,3,0.8861,False,rating,False,Высокий рейтинг: 4.7/5.0.,aws; grafana; linux; terraform,ansible; azure; docker,"Совпадают 4: aws, grafana, linux, terraform. Можно научиться: ansible, azure, docker.",DevOps → DevOps: очень близкие области (схожесть 0.70).,11 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_bb2cbd71,mentor_a1c6e70c,4,0.8861,False,rating,False,Высокий рейтинг: 4.7/5.0.,aws; bash; linux; terraform,azure; docker; gcp,"Совпадают 4: aws, bash, linux, terraform. Можно научиться: azure, docker, gcp.",DevOps → DevOps: смежные области (схожесть 0.70).,11 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_bb2cbd71,mentor_fbd61d88,5,0.8585,False,skill,False,"Совпадают навыки: aws, bash, grafana.",aws; bash; grafana; linux,docker; github actions; jenkins,"Совпадают 4: aws, bash, grafana, linux. Можно научиться: docker, github actions, jenkins.",DevOps → DevOps: очень близкие области (схожесть 0.70).,19 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_93cb6f41,mentor_d88f2e6c,1,0.9719,True,exp,False,Большой опыт: 19 лет.,postman; selenium; sql,allure; api testing; appium,"Совпадают 3: postman, selenium, sql. Можно научиться: allure, api testing, appium.",QA → QA: смежные области (схожесть 0.65).,19 лет — видел многое.,Рейтинг 3.5/5.0.
mentee_93cb6f41,mentor_8b61fec3,2,0.8137,False,exp,False,Большой опыт: 16 лет.,postman; selenium; sql,allure; api testing; appium,"Совпадают 3: postman, selenium, sql. Можно научиться: allure, api testing, appium.",QA → QA: смежные области (схожесть 0.64).,16 лет — видел многое.,Рейтинг 3.7/5.0.
mentee_93cb6f41,mentor_e36bf69c,3,0.8016,False,exp,False,Большой опыт: 11 лет.,postman; selenium; sql,api testing; appium; cypress,"Совпадают 3: postman, selenium, sql. Можно научиться: api testing, appium, cypress.",QA → QA: смежные области (схожесть 0.63).,11 лет — видел многое.,Рейтинг 4.2/5.0.
mentee_93cb6f41,mentor_2d77119c,4,0.7836,False,exp,False,Большой опыт: 11 лет.,postman; selenium; sql,appium; cypress; jira,"Совпадают 3: postman, selenium, sql. Можно научиться: appium, cypress, jira.",QA → QA: смежные области (схожесть 0.64).,11 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_93cb6f41,mentor_a04f1c11,5,0.7798,False,exp,False,Большой опыт: 15 лет.,postman; selenium,allure; api testing; appium,"Совпадают 2: postman, selenium. Можно научиться: allure, api testing, appium.",QA → QA: смежные области (схожесть 0.65).,15 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_87e81fea,mentor_bea545d3,1,1.0648,True,domain,False,Оба из Frontend.,css; react; typescript; vite,angular; next.js; vue,"Совпадают 4: css, react, typescript, vite. Можно научиться: angular, next.js, vue.",Frontend → Frontend: очень близкие области (схожесть 0.80).,12 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_87e81fea,mentor_6c56c753,2,0.9756,False,domain,False,Оба из Frontend.,css; graphql; react; typescript; vite,angular; figma; html,"Совпадают 5: css, graphql, react, typescript. Можно научиться: angular, figma, html.",Frontend → Frontend: очень близкие области (схожесть 0.80).,15 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_87e81fea,mentor_a669ea81,3,0.9536,False,domain,False,Оба из Frontend.,css; graphql; react; typescript; vite,angular; figma; html,"Совпадают 5: css, graphql, react, typescript. Можно научиться: angular, figma, html.",Frontend → Frontend: очень близкие области (схожесть 0.79).,20 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_87e81fea,mentor_fcda6bbf,4,0.9329,True,domain,False,Оба из Frontend.,css; graphql; typescript; vite,figma; git; html,"Совпадают 4: css, graphql, typescript, vite. Можно научиться: figma, git, html.",Frontend → Frontend: очень близкие области (схожесть 0.79).,9 лет — хорошая база.,Рейтинг 4.3/5.0.
mentee_87e81fea,mentor_56105218,5,0.9291,False,domain,False,Оба из Frontend.,css; graphql; react; typescript; vite,angular; figma; javascript,"Совпадают 5: css, graphql, react, typescript. Можно научиться: angular, figma, javascript.",Frontend → Frontend: очень близкие области (схожесть 0.80).,18 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_fa08f2dd,mentor_afdd32d9,1,0.9497,False,skill,False,"Совпадают навыки: docker, gcp, github actions.",docker; gcp; github actions; kubernetes; linux; prometheus,aws; azure; bash,"Совпадают 6: docker, gcp, github actions, kubernetes. Можно научиться: aws, azure, bash.",DevOps → DevOps: смежные области (схожесть 0.69).,11 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_fa08f2dd,mentor_a1c6e70c,2,0.9342,False,skill,False,"Совпадают навыки: docker, gcp, github actions.",docker; gcp; github actions; kubernetes; linux; prometheus,aws; azure; bash,"Совпадают 6: docker, gcp, github actions, kubernetes. Можно научиться: aws, azure, bash.",DevOps → DevOps: смежные области (схожесть 0.69).,11 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_fa08f2dd,mentor_323bccce,3,0.9315,True,skill,False,"Совпадают навыки: ansible, docker, grafana.",ansible; docker; grafana; kubernetes; prometheus,aws; azure; bash,"Совпадают 5: ansible, docker, grafana, kubernetes. Можно научиться: aws, azure, bash.",DevOps → DevOps: смежные области (схожесть 0.69).,7 лет — хорошая база.,Рейтинг 4.0/5.0.
mentee_fa08f2dd,mentor_33b8a70b,4,0.8393,False,skill,False,"Совпадают навыки: ansible, docker, github actions.",ansible; docker; github actions; grafana; linux; prometheus,aws; azure; bash,"Совпадают 6: ansible, docker, github actions, grafana. Можно научиться: aws, azure, bash.",DevOps → DevOps: смежные области (схожесть 0.69).,6 лет — хорошая база.,Рейтинг 4.4/5.0.
mentee_fa08f2dd,mentor_6c95988c,5,0.8298,False,skill,False,"Совпадают навыки: ansible, docker, gcp.",ansible; docker; gcp; github actions; grafana; kubernetes; linux; prometheus,aws; azure; bash,"Совпадают 8: ansible, docker, gcp, github actions. Можно научиться: aws, azure, bash.",DevOps → DevOps: смежные области (схожесть 0.69).,20 лет — видел многое.,Рейтинг 3.7/5.0.
mentee_9dcf6ed1,mentor_bea545d3,1,0.7973,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,angular; css; next.js,Навыки не указаны — штраф 23%.,Frontend → Frontend: очень близкие области (схожесть 0.82).,12 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_9dcf6ed1,mentor_8654fd42,2,0.7872,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,,Навыки не указаны — штраф 23%.,Frontend → Frontend: очень близкие области (схожесть 0.82).,12 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_9dcf6ed1,mentor_45a7f003,3,0.7324,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,angular; css; figma,Навыки не указаны — штраф 23%.,Frontend → Frontend: очень близкие области (схожесть 0.82).,17 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_9dcf6ed1,mentor_69b8e6d5,4,0.7284,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,css; figma; graphql,Навыки не указаны — штраф 23%.,Frontend → Frontend: очень близкие области (схожесть 0.82).,8 лет — хорошая база.,Рейтинг 4.4/5.0.
mentee_9dcf6ed1,mentor_04d4bf40,5,0.7244,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,angular; css; figma,Навыки не указаны — штраф 23%.,Frontend → Frontend: очень близкие области (схожесть 0.84).,17 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_a051ee64,mentor_467dea2c,1,0.925,False,skill,False,"Совпадают навыки: airflow, mlflow, spark.",airflow; mlflow; spark,kafka; r; scikit-learn,"Совпадают 3: airflow, mlflow, spark. Можно научиться: kafka, r, scikit-learn.",Data Science → Data Science: смежные области (схожесть 0.60).,12 лет — видел многое.,Рейтинг 5.0/5.0 — один из лучших.
mentee_a051ee64,mentor_6243d498,2,0.8939,True,rating,False,Высокий рейтинг: 4.7/5.0.,numpy; spark,docker; kafka; pandas,"Совпадают 2: numpy, spark. Можно научиться: docker, kafka, pandas.",Data Science → Data Science: смежные области (схожесть 0.61).,19 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_a051ee64,mentor_9d15fed7,3,0.8915,False,skill,False,"Совпадают навыки: airflow, mlflow, numpy.",airflow; mlflow; numpy; spark,docker; kafka; pandas,"Совпадают 4: airflow, mlflow, numpy, spark. Можно научиться: docker, kafka, pandas.",Data Science → Data Science: смежные области (схожесть 0.62).,17 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_a051ee64,mentor_28511f32,4,0.814,False,skill,False,"Совпадают навыки: airflow, mlflow, numpy.",airflow; mlflow; numpy; spark,docker; javascript; kafka,"Совпадают 4: airflow, mlflow, numpy, spark. Можно научиться: docker, javascript, kafka.",Data Science → Data Science: смежные области (схожесть 0.61).,8 лет — хорошая база.,Рейтинг 4.5/5.0 — один из лучших.
