mentor_id,rating,n_reviews
mentor_f9a36f74,3.1,13
mentor_3fe1acf2,3.9,51
mentor_b35e16f0,2.5,14
mentor_ce7adf96,3.9,39
mentor_5d5725ba,4.9,9
mentor_fd488a4d,4.6,5
mentor_91dbb00f,3.5,18
mentor_40c295e0,3.0,23
mentor_55e391d8,4.4,32
mentor_c083ea9b,3.5,24
mentor_f05f3cfd,4.5,21
mentor_1ee4d2d4,4.9,26
mentor_c30ce35c,4.3,36
mentor_1974a099,3.4,27
mentor_127199b4,3.7,28
mentor_1fb4fea4,4.0,32
mentor_79296c25,4.0,16
mentor_83dcf198,4.0,7
mentor_cc3a1059,3.8,19
mentor_0ef7459a,4.2,18
mentor_bb976e89,3.1,24
mentor_80078ad4,4.6,29
mentor_f047c3fa,3.5,33
mentor_42ed48af,4.3,28
mentor_9295b50f,3.8,16
mentor_a8716e46,3.6,24
mentor_587a26dd,3.8,5
mentor_4ef98433,2.4,19
mentor_e62e004f,3.4,18
mentor_3de27e10,3.0,11
mentor_008387a1,3.5,44
mentor_d707df07,4.3,20
mentor_03d54146,3.5,30
mentor_d20e4bce,4.1,16
mentor_39e6e908,4.4,24
mentor_2dc2279a,3.9,22
mentor_9f0f7548,3.7,29
mentor_58296fe6,3.7,52
mentor_4ac9a044,3.5,21
mentor_eb5a7ccd,3.7,10
mentor_7ff6c2fb,4.0,26
mentor_d88cfea4,4.3,33
mentor_88d6a017,2.9,8
mentor_05d980e8,4.1,19
mentor_42ca2de0,4.0,21
mentor_48e046f1,3.7,27
mentor_a5a0ef5d,4.0,52
mentor_28065e54,4.8,30
mentor_6aa83a79,4.3,12
mentor_b77f9db0,3.8,15
mentor_d142a912,3.8,27
mentor_685e1c0c,3.1,39
mentor_b7a344a9,3.4,12
mentor_cddfb260,3.4,8
mentor_9dc3d473,3.8,2
mentor_6d613efe,4.5,21
mentor_adf63ef1,3.9,6
mentor_afdd32d9,4.8,27
mentor_2726854b,3.9,60
mentor_70a530ee,4.5,30
mentor_fa5c526f,3.4,18
mentor_995e8fc9,2.4,27
mentor_f63d2463,3.6,39
mentor_f2d0da7c,3.5,20
mentor_5a92cd5f,2.2,22
mentor_b8619ca1,2.4,20
mentor_52bdbea6,3.9,34
mentor_2eec03d8,3.3,25
mentor_70d8efa8,4.0,2
mentor_3f4e9493,3.2,47
mentor_46318a06,3.1,21
mentor_284be1bb,3.0,31
mentor_94258d67,2.7,24
mentor_a61c1bc4,4.7,25
mentor_320120b5,4.4,49
mentor_73b7a079,5.0,46
mentor_1056c6dd,3.9,11
mentor_d3f9a84e,4.8,9
mentor_653c2dd9,2.9,1
mentor_462ec70c,3.8,10
mentor_a82c1424,3.8,12
mentor_e9e5bf4d,4.2,6
mentor_ad92b2f8,3.8,21
mentor_4225ed18,3.3,35
mentor_718e4b12,2.8,23
mentor_38cc9964,4.5,20
mentor_02a821f0,3.8,9
mentor_a07e2ee1,2.1,39
mentor_70fab2bc,2.5,22
mentor_0babe618,4.3,9
mentor_a1842e2b,3.4,23
mentor_87c0853e,2.8,24
mentor_a872facd,3.9,6
mentor_b9988d45,4.3,14
mentor_e6b967bd,3.8,21
mentor_59c50d59,2.9,18
mentor_b7d2d5df,4.1,3
mentor_f4dac757,3.5,26
mentor_a0200152,2.6,41
mentor_c55c3c2b,3.8,14
mentor_381a7aba,3.8,21
mentor_58cd36c0,3.0,31
mentor_12f4f8ed,4.4,37
mentor_a8089d5f,3.7,23
mentor_b629d94d,3.3,3
mentor_ef4b4261,4.0,20
mentor_b5909db8,4.3,37
mentor_ff67e176,4.6,17
mentor_5709d0c6,3.6,20
mentor_c5d9671a,2.8,26
mentor_afea6ff2,4.1,32
mentor_1139245b,4.0,1
mentor_52bff674,3.1,30
mentor_b7b3a034,3.1,22
mentor_5b633c6d,2.3,23
mentor_1337b255,3.5,32
mentor_75b46a09,3.8,16
mentor_c68b9510,2.8,45
mentor_f08ed219,2.7,43
mentor_5c04a9ea,4.1,36
mentor_fa95a98c,3.2,34
mentor_35722e0f,3.7,10
mentor_ec79bf93,2.7,11
mentor_f5736a88,4.2,17
mentor_4d61e402,4.7,13
mentor_c1d7ecd8,4.5,25
mentor_e3aafe82,4.9,17
mentor_f12b5d66,3.9,18
mentor_432161b0,3.9,38
mentor_a48f6f89,3.3,28
mentor_cffb32b2,4.2,37
mentor_000d486a,4.2,18
mentor_cc9f4e2c,3.9,5
mentor_9de5982b,4.1,34
mentor_862a3b68,3.4,17
mentor_3eb40d3c,3.7,33
mentor_727a3a8f,2.4,22
mentor_be5b5bbb,3.4,17
mentor_1bdd615b,3.3,24
mentor_7d90ca6b,4.8,21
mentor_58513de2,4.1,31
mentor_bbb6a577,4.4,34
mentor_3c3cc7b2,4.0,40
mentor_b0cfa886,4.4,16
mentor_60dddb0f,4.2,6
mentor_e0651288,3.9,40
mentor_d2922af7,3.7,9
mentor_bb0d95c2,4.0,32
mentor_2140ab2f,2.5,34
mentor_5881ed47,3.4,30
mentor_ef875ff6,4.4,30
mentor_567e3277,3.6,45
mentor_dab4880b,3.0,21
mentor_c93244ce,3.5,33
mentor_65156edd,3.5,13
mentor_58a3efa6,3.5,12
mentor_7e20ab26,4.1,6
mentor_ea3ee7bd,4.9,17
mentor_e2fec454,3.6,14
mentor_df516448,4.6,10
mentor_49784878,3.7,38
mentor_e5813fa8,3.4,49
mentor_01ea6b7a,4.7,40
mentor_5c7ab987,4.1,56
mentor_b0647514,4.7,33
mentor_551bc50d,3.8,25
mentor_989d86dd,4.4,15
mentor_175f4550,4.8,27
mentor_afc629c2,2.7,25
mentor_8bedcb43,3.1,35
mentor_2181eb42,3.7,31
mentor_2ea2c791,3.2,18
mentor_6cfd178e,3.1,43
mentor_17d100a2,3.2,19
mentor_8a2752be,3.4,7
mentor_e4abafd3,3.1,30
mentor_6aa2b9a4,4.3,36
mentor_3465a39f,3.2,6
mentor_8ab2cf06,3.2,12
mentor_3b6ba8fa,3.5,40
mentor_09654459,4.4,32
mentor_36700e55,4.1,4
mentor_5c4827ec,2.6,15
mentor_f3ef16ea,4.3,35
mentor_446a69bd,3.6,19
mentor_83a3c9da,3.9,22
mentor_1d9f3289,4.4,20
mentor_f896f7a1,4.3,42
mentor_6bb3abc5,3.1,38
mentor_5b21670c,4.4,21
mentor_ac4fc9b2,4.4,43
mentor_bbab6d5b,3.3,34
mentor_095ee722,2.7,37
mentor_35452638,3.5,25
mentor_c4065b5f,4.4,40
mentor_fd72ffce,4.3,38
mentor_db31c900,4.0,14
mentor_7e8b88af,1.6,34
mentor_0cdff915,3.5,34
mentor_4c692410,3.4,12
mentor_b00b6950,4.0,12
mentor_54df82b0,3.8,28
mentor_1ae15105,5.0,4
mentor_43ed4746,3.4,11
mentor_151d04ba,4.1,13
mentor_0302caa5,3.6,35
mentor_d0966fdd,3.6,21
mentor_c50ee60b,4.6,29
mentor_20098fc2,3.4,20
mentor_1c04c2fb,2.9,36
mentor_94f3a350,4.0,32
mentor_e804a6d5,3.5,18
mentor_fb46b1a2,4.1,21
mentor_df4831ef,2.6,24
mentor_9ba07759,4.1,22
mentor_65adb1d9,3.7,11
mentor_3af8fa59,3.7,15
mentor_c53d9148,4.4,46
mentor_ffc257d2,3.8,37
mentor_b671d7f6,4.0,11
mentor_1da55fdf,3.0,22
mentor_dc174bee,4.1,8
mentor_ca6983c8,2.5,41
mentor_ee501544,4.5,10
mentor_59c109f2,4.0,27
mentor_23b9d44d,4.0,17
mentor_acae150b,4.6,7
mentor_021a3d0a,3.5,40
mentor_4261f64f,4.4,34
mentor_4d58c3b9,4.1,28
mentor_77024f27,3.8,52
mentor_d46ca0d1,3.4,10
mentor_790e85c8,2.5,7
mentor_dde945b8,4.4,15
mentor_ac2f9424,4.0,10
mentor_53198190,3.3,45
mentor_74451ea7,3.7,26
mentor_2f3157e5,3.9,47
mentor_a0f4869d,3.9,32
mentor_788a30d4,4.5,44
mentor_54d8d4c7,4.3,18
mentor_b66cb5a2,2.8,12
mentor_87e4f9b2,4.5,24
mentor_63d2758a,4.7,2
mentor_f1cc8ed9,3.0,19
mentor_088d78bd,3.5,6
mentor_b4e7b3d6,4.7,35
mentor_d69eb5f4,4.0,25
mentor_1df5fade,2.9,29
mentor_9b11aa99,3.1,28
mentor_033ba910,3.2,37
mentor_df94c5af,3.9,22
mentor_2a58b1b5,2.6,28
mentor_547559df,3.7,21
mentor_fa01c841,3.6,39
mentor_a449c87d,3.3,21
mentor_00e537a2,3.5,26
mentor_06db38b8,3.7,36
mentor_1778c950,4.2,41
mentor_7138f93f,4.4,16
mentor_37cec0a2,4.8,56
mentor_a751e6c8,3.3,19
mentor_15f92e6a,4.2,25
mentor_f3292174,2.7,21
mentor_5d0f5d84,4.0,19
mentor_27293092,3.1,45
mentor_f4b54c46,2.2,5
mentor_fbe77e43,2.7,1
mentor_0dc00088,2.2,4
mentor_0ea03199,3.2,33
mentor_6bf749c5,3.4,35
mentor_07ccb436,2.1,9
mentor_880563c2,2.8,15
mentor_734c67cb,3.7,7
mentor_5a003156,3.8,13
mentor_b062805f,5.0,26
mentor_79465f70,3.6,12
mentor_a074d049,4.5,29
mentor_dc0f2e8c,3.5,33
mentor_f47aed3e,4.2,15
mentor_dfa479f8,1.7,20
mentor_e2126b22,4.5,25
mentor_8f07b2d8,2.4,13
mentor_e8e82f4e,2.9,33
mentor_1ba2bf29,2.4,38
mentor_c07a6e94,4.1,30
mentor_f122f58d,4.9,21
mentor_2dd89f7d,4.0,22
mentor_af592953,4.6,26
mentor_a9f3ac7f,4.6,17
mentor_5d7a5896,4.9,19
mentor_693d0432,3.5,7
mentor_8ce8b6ed,4.6,14
mentor_137b46fd,4.1,20
mentor_cf4742fc,3.9,18
mentor_30762a94,3.1,27
mentor_b74efc78,4.0,27
mentor_13358d25,3.5,28
mentor_3ef35ca8,3.1,10
mentor_c615c382,3.5,25
mentor_e1cbe997,2.5,5
mentor_6a9fe5b5,4.5,8
mentor_732c0878,3.4,15
mentor_a5a978ef,3.9,15
mentor_45f0295c,4.2,17
mentor_4e2aa4e1,3.7,29
mentor_16011a93,3.0,31
mentor_1967ede7,3.8,21
mentor_9fb7dbf4,4.1,32
mentor_352b9606,4.0,32
mentor_1eded3df,3.4,26
mentor_95e8d232,4.0,40
mentor_6e0e76c0,4.4,12
mentor_1eebcd0e,2.8,5
mentor_ea21e6f1,4.3,3
mentor_7c3049e4,2.7,5
mentor_a5c6991a,3.0,11
mentor_913da29f,4.5,10
mentor_358db10b,3.4,30
mentor_4f2510ae,3.4,30
mentor_cba64f63,3.3,56
mentor_8088cdb5,4.5,2
mentor_6c2e43e7,3.4,29
mentor_111f95d8,4.1,42
mentor_fd423888,3.7,2
mentor_bc2a9437,4.0,14
mentor_ea749b7f,2.6,11
mentor_d7038196,4.4,26
mentor_61cf1e77,5.0,17
mentor_0a0694bc,4.5,29
mentor_80cbd955,3.3,27
mentor_18355bc9,4.8,12
mentor_218f5b0f,3.2,17
mentor_3b18e0d5,3.6,35
mentor_7a61bd84,4.4,33
mentor_872134a0,4.0,19
mentor_76ac0dcf,4.2,27
mentor_ab623d76,3.5,30
mentor_81a5084e,2.9,44
mentor_0191d064,3.1,27
mentor_21b6bf3d,3.3,18
mentor_9178d0ab,2.8,14
mentor_ed421f7b,4.1,35
mentor_74be79c2,3.5,23
mentor_0c4bee88,3.4,24
mentor_27a90cf0,4.1,30
mentor_d293ef1f,4.8,26
mentor_c7585edf,3.3,22
mentor_abf5d928,3.7,9
mentor_d232e428,4.0,45
mentor_24246b8b,3.9,11
mentor_7e697968,4.3,27
mentor_0e47b144,3.3,30
mentor_4f7aec73,4.6,16
mentor_c68034b2,4.5,40
mentor_b5dcc2ff,3.7,31
mentor_5bc8d838,2.5,45
mentor_98d53390,4.7,24
mentor_6a36c8c9,3.5,15
mentor_e74c6d7c,3.1,11
mentor_e0c424b3,4.6,8
mentor_cffccc4b,3.0,17
mentor_eb285f45,4.6,13
mentor_2f7b3dc7,3.6,30
mentor_cb76fefe,3.5,31
mentor_24ef7a6d,3.1,48
mentor_4e025bc5,3.9,7
mentor_152ced6a,4.4,5
mentor_667ed4e9,3.3,8
mentor_1d548a1e,3.9,26
mentor_7b689da5,3.5,5
mentor_4a72b01b,2.9,28
mentor_df52e7cf,4.0,7
mentor_7d159b8a,4.4,11
mentor_59abf2cf,3.4,23
mentor_6e711e4d,4.4,54
mentor_1e8895df,4.6,21
mentor_ee716174,3.5,43
mentor_c3a3231c,3.3,25
mentor_9d320bf9,4.3,30
mentor_d906f34f,4.3,32
mentor_08c07d0f,4.4,33
mentor_e185429f,4.8,2
mentor_b7f217f1,4.2,34
mentor_ccf1a3c1,4.4,28
mentor_c141d8ff,4.2,27
mentor_d2274e78,3.6,24
mentor_27df1f44,3.1,27
mentor_db95ce7f,4.9,45
mentor_8bbc9487,4.0,23
mentor_6bfeb5ff,2.9,24
mentor_bff7a739,3.6,38
mentor_f311e71c,3.6,13
mentor_6d701803,3.8,3
mentor_fb404488,4.8,19
mentor_6a8c644c,4.6,18
mentor_dcf3168d,4.0,26
mentor_39ae2935,3.6,31
mentor_65c059b4,3.6,21
mentor_7a27932d,5.0,21
mentor_094e4b6d,4.2,26
mentor_44d786b9,4.3,36
mentor_f7eef8f3,3.4,24
mentor_bb20cdaf,3.4,11
mentor_6a0514aa,4.8,12
mentor_b1ee6f90,4.5,31
mentor_cae90599,2.8,44
mentor_c43cf7aa,4.3,24
mentor_055400fa,4.6,13
mentor_87d898a8,4.5,37
mentor_f6d72ccf,3.0,19
mentor_cbaf12c6,3.3,26
mentor_dc32d526,4.4,35
mentor_baf4454e,4.4,19
mentor_08d1e4de,4.0,36
mentor_2ab15e1e,4.1,8
mentor_c2fa2594,3.9,20
mentor_1354be55,4.7,21
mentor_586b81ca,3.4,36
mentor_e72ef576,3.7,12
mentor_835cd352,3.2,18
mentor_ac399d34,3.6,24
mentor_dd19c791,2.9,13
mentor_8f05c4fb,4.3,28
mentor_a8a0a2a2,2.8,26
mentor_f3adf959,4.1,33
mentor_90f2f84a,2.9,1
mentor_e33486c5,4.0,9
mentor_e53caf1c,4.5,32
mentor_bbd3c27a,4.2,25
mentor_7d21a429,3.5,4
mentor_c6854779,4.5,30
mentor_4c444d29,4.8,43
mentor_dec23718,4.4,17
mentor_09f65f00,2.7,25
mentor_1ccd0948,4.3,12
mentor_53d93207,4.5,7
mentor_68464f1d,3.8,25
mentor_d497a435,4.3,17
mentor_df714eeb,4.7,53
mentor_81409f63,4.4,18
mentor_59a3877f,4.1,19
mentor_9638101c,3.3,58
mentor_3e563cf6,3.9,39
mentor_3e2e53b1,4.1,25
mentor_a5192cfb,4.0,18
mentor_5aeb7a97,3.3,16
mentor_8f2d3563,4.9,26
mentor_43dd17b8,4.5,11
mentor_c0c8f9ae,3.2,29
mentor_910fc67d,3.7,48
mentor_0c49b0cc,3.8,28
mentor_b631ee3b,4.4,26
mentor_a7a53d93,3.0,31
mentor_933f55ec,3.3,27
mentor_3fbcdc28,4.2,33
mentor_d925bab4,3.3,20
mentor_ab56fdcf,4.2,43
mentor_e90188c7,4.7,36
mentor_a2ad80ec,4.0,29
mentor_14a93f3d,4.4,21
mentor_938ee352,3.5,43
mentor_29db4157,4.6,40
mentor_9f2b1d03,3.4,11
mentor_b5acfd25,4.0,15
mentor_37575c28,3.5,36
mentor_620158ec,4.5,26
mentor_feabc586,3.8,18
mentor_4ed166f8,4.2,35
mentor_1fd598dd,4.3,26
mentor_da24c57b,2.2,13
mentor_f4e6eed0,3.4,26
mentor_54ed99d1,3.7,12
mentor_418aeebd,4.9,34
mentor_906cafd9,3.4,46
mentor_5b925fd1,3.6,20
mentor_9ef5dfe0,3.9,11
mentor_fa13a48c,3.8,29
mentor_c512bc1a,3.3,22
mentor_e96e5a84,3.6,29
mentor_090dc68e,4.2,19
mentor_b0efe6a5,2.7,13
mentor_b983c515,4.5,30
mentor_c0344192,4.1,36
mentor_1e846c00,4.3,21
mentor_98af95b1,4.5,24
mentor_8b21cccc,3.9,40
mentor_78e83176,3.3,23
mentor_d7db42e7,3.3,39
mentor_bc3a73b4,4.7,24
mentor_69a5c201,3.4,12
mentor_d0ad4ceb,2.7,45
mentor_38abde19,2.8,27
mentor_3ad4c73c,3.3,11
mentor_86d948b0,4.2,18
mentor_b433ca20,3.6,32
mentor_be849034,2.9,52
mentor_af5ceb16,3.2,25
mentor_c0654e98,4.5,11
mentor_898fdac4,3.5,24
mentor_fa04bd5a,3.8,16
mentor_50dc23b5,2.6,28
mentor_88cbe87c,4.0,55
mentor_2263c6ac,3.2,44
mentor_6d872300,3.9,22
mentor_6fd06260,3.3,68
mentor_d3de7cc9,3.4,14
mentor_9b3f0b09,3.8,20
mentor_f160e598,3.1,26
mentor_d2537e64,3.1,24
mentor_c34d54ac,4.6,22
mentor_f496f8e8,4.4,20
mentor_ed51b281,3.2,25
mentor_6c01f952,3.1,15
mentor_95443121,4.3,1
mentor_1b237a85,4.9,33
mentor_51fe9e9a,3.3,8
mentor_c3faef60,4.2,17
mentor_51190eae,5.0,19
mentor_34d86b9e,3.3,20
mentor_69637d2d,3.5,21
mentor_8c9ab443,3.1,6
mentor_46036327,4.1,12
mentor_50a9ee5e,4.3,20
mentor_fa332655,2.7,32
mentor_6cd62570,3.4,24
mentor_952f6d59,3.7,21
mentor_4d8ebd14,4.9,29
mentor_7170c09b,3.9,20
mentor_72037369,4.3,7
mentor_688fc767,4.5,23
mentor_9b83f25e,4.2,40
mentor_a34742e6,4.7,8
mentor_3a388809,2.9,17
mentor_f73df581,3.6,27
mentor_dd1ad79f,4.2,23
mentor_b64917ca,4.0,29
mentor_5568732b,3.9,45
mentor_bfbf05cd,2.7,22
mentor_2cb67ad3,3.7,17
mentor_73c25afb,2.7,21
mentor_393cd6aa,3.1,10
mentor_9b942a9b,3.0,29
mentor_a79a5bdf,3.8,26
mentor_d18e3397,3.7,24
mentor_90d8d7f1,4.9,27
mentor_75c1bb6b,3.1,32
mentor_88b2c85f,3.9,28
mentor_5067c702,3.9,9
mentor_9e6b337e,4.7,10
mentor_25cefff4,4.5,11
mentor_0989f187,3.9,20
mentor_72727ab0,4.1,5
mentor_9c5846ab,3.2,56
mentor_4eb133f0,2.6,24
mentor_85591190,3.6,57
mentor_618e0e79,4.0,30
mentor_7277fea0,4.1,22
mentor_f9a38134,3.8,12
mentor_341b9931,4.4,8
mentor_80df121e,3.7,40
mentor_fec1a45e,4.4,32
mentor_f986a8ec,3.1,44
mentor_9449d7ce,3.7,21
mentor_27b9d19d,4.8,11
mentor_a5e5e76a,4.8,50
mentor_516ef3ba,4.6,8
mentor_f0ae7ca1,3.1,16
mentor_b40fc7a2,3.2,22
mentor_49aff9bc,3.9,39
mentor_96ed9673,3.2,29
mentor_5eff6561,2.9,10
mentor_f2ce36d8,3.2,44
mentor_579f2922,4.1,28
mentor_5b730fee,4.3,29
mentor_cbbba461,3.4,26
mentor_5fe3736d,2.9,33
mentor_72e05130,3.0,18
mentor_c5bef22f,3.3,31
mentor_3bda49e2,2.4,19
mentor_ad4e948e,4.4,49
mentor_322f6d04,4.2,40
mentor_6971d932,2.8,17
mentor_418f052b,4.3,26
mentor_6ed376fd,1.9,18
mentor_1ad7264f,3.5,20
mentor_a8bb094d,4.2,17
mentor_ca05df4e,3.5,39
mentor_4658982c,2.9,3
mentor_320dae5f,4.8,35
mentor_a9bdfb71,4.3,25
mentor_05660469,2.7,31
mentor_46078e1d,3.9,11
mentor_8435237d,3.0,26
mentor_46197cb6,3.9,24
mentor_4a10f935,3.8,23
mentor_ba05c664,3.0,36
mentor_98615fef,3.0,8
mentor_3252d5a1,3.3,7
mentor_2f543c98,3.3,27
mentor_2d6b3e05,3.4,41
mentor_221af2bf,3.5,12
mentor_2394958d,2.4,10
mentor_b18fd717,2.6,21
mentor_79178a5d,3.0,21
mentor_9030181f,3.5,8
mentor_a254a3b7,5.0,4
mentor_1268a42c,4.3,7
mentor_c3d42fda,4.0,35
mentor_7dcec47c,4.4,3
mentor_d2688f7b,2.9,24
mentor_b106a301,3.4,28
mentor_76f3a751,4.2,8
mentor_fb191042,4.7,39
mentor_ae0ecd7f,3.0,27
mentor_cdfe86f2,4.5,10
mentor_c9396d4f,3.4,4
mentor_faa9d7cb,3.0,10
mentor_746c822c,3.8,26
mentor_6c3ea1a0,4.9,43
mentor_424ee4ed,3.7,14
mentor_f0799d5e,4.1,2
mentor_b10f9f12,3.1,25
mentor_31ac1c65,3.8,10
mentor_b0774b69,4.1,11
mentor_cc33e267,4.9,26
mentor_e30df973,3.5,32
mentor_5c8c3b67,2.9,8
mentor_ae7af9c9,3.9,24
mentor_72c424d1,4.9,42
mentor_7863f0b7,4.6,11
mentor_8af483e8,3.4,29
mentor_6f46d9b9,3.5,4
mentor_80e6bcfe,4.2,14
mentor_53651b1a,4.3,22
mentor_653dc02d,3.3,29
mentor_29e4d84b,3.7,30
mentor_6313583d,3.4,4
mentor_5bb4765b,4.1,17
mentor_df892a4b,3.8,29
mentor_8abc79db,2.8,12
mentor_95d74408,4.7,1
mentor_87eb47b0,4.4,14
mentor_d209e169,3.3,37
mentor_a7c68b7e,4.0,21
mentor_4a60bb5a,4.0,8
mentor_4fa39058,3.7,6
mentor_aa00a8ca,3.4,1
mentor_852bbc03,4.3,1
mentor_1608167a,2.9,13
mentor_84d49ce2,3.9,32
mentor_9b74a69e,4.1,44
mentor_f659e8fa,3.8,40
mentor_daf2fb06,5.0,29
mentor_d9aac2c5,4.4,43
mentor_e2914127,4.9,47
mentor_11547f8e,4.1,53
mentor_14dc3686,3.3,9
mentor_62b89b05,4.0,22
mentor_678f25c5,3.6,22
mentor_ed75f1b4,5.0,1
mentor_edc3bb7f,3.4,23
mentor_3f5494eb,4.6,44
mentor_da721045,3.8,19
mentor_2aa89c72,2.6,39
mentor_f0ca4bf3,3.4,3
mentor_834f0dc5,3.4,10
mentor_43a0fc9e,3.1,55
mentor_ac88fbc6,3.6,39
mentor_e2f5fe20,3.5,27
mentor_a7bc5c6b,3.1,13
mentor_e4993cd1,3.9,20
mentor_6cff8674,1.5,11
mentor_972ee541,2.2,13
mentor_3cc7af5e,3.8,2
mentor_6546242f,5.0,20
mentor_5d525331,2.9,15
mentor_6179a013,4.8,51
mentor_52d1b167,3.3,28
mentor_ebf927d8,3.6,26
mentor_895b9132,4.2,22
mentor_693be517,4.6,41
mentor_5c1e9313,3.1,22
mentor_158f2249,3.5,36
mentor_cadf363e,4.1,13
mentor_545b1a9c,3.7,33
mentor_3aca5e7c,3.0,34
mentor_bbb0f4d3,3.3,8
mentor_1c77daf6,2.7,22
mentor_4c7062b5,4.2,7
mentor_c08a38cb,3.9,13
mentor_9d6b7ebd,3.3,26
mentor_a2f4599b,4.8,61
mentor_61dbae99,4.1,17
mentor_56180556,2.9,20
mentor_957f1b27,3.2,11
mentor_0fe787a2,3.0,37
mentor_fa88a753,3.4,29
mentor_0c55c99b,2.3,21
mentor_8c86abc6,4.4,24
mentor_dcae6499,4.1,1
mentor_4683618e,4.3,15
mentor_120e0dfe,4.0,15
mentor_b87e1db8,3.4,14
mentor_6b6292e7,4.6,9
mentor_e462a9d7,4.2,36
mentor_bb19f4f2,2.4,25
mentor_74f46a9c,3.6,48
mentor_9799da34,3.8,20
mentor_a7b5a8b3,2.7,48
mentor_ad5a0c3b,4.9,43
mentor_73e3b064,2.6,30
mentor_5acefc95,4.4,26
mentor_645af57c,3.7,18
mentor_6379c5d3,2.9,52
mentor_5d070f9a,3.0,43
mentor_294b7df7,2.9,38
mentor_b7dc74a9,2.9,12
mentor_59aa89ac,4.1,39
mentor_985d2e99,4.2,15
mentor_f203092f,3.5,16
mentor_b4b2be0d,3.8,41
mentor_3b4c4cfe,3.7,19
mentor_d6139a8f,4.7,39
mentor_901ff7f1,4.0,39
mentor_64e4a6ab,2.7,32
mentor_317e7d06,4.5,17
mentor_6043ad46,3.7,12
mentor_75e7a7b3,4.0,11
mentor_5da17fb2,4.1,9
mentor_1af924a5,4.3,13
mentor_b8017766,3.3,31
mentor_8c4373e1,3.2,22
mentor_877034e0,4.1,23
mentor_27dd2297,4.2,4
mentor_69824e0d,2.7,28
mentor_a52f5df4,4.6,27
mentor_f1d748a6,3.5,15
mentor_edf1b634,3.8,24
mentor_288413bd,4.1,16
mentor_3ce13d7e,3.2,45
mentor_5cd0cef7,2.5,34
mentor_27b3c8e6,2.7,13
mentor_32d69252,3.8,9
mentor_a7f517c2,3.6,17
mentor_3afcc2e4,4.5,50
mentor_9a360c70,4.1,20
mentor_06546ac3,4.8,24
mentor_35733bde,3.2,27
mentor_bbde5460,2.9,17
mentor_7d24e293,3.1,18
mentor_e307bcfa,4.4,24
mentor_03b3d28a,4.0,33
mentor_cd9dfc8f,4.6,10
mentor_8fd4aa96,2.5,10
mentor_8ee27d0a,4.3,5
mentor_d49ad0e9,4.2,11
mentor_43bbe6f9,4.0,30
mentor_19a84b52,3.4,23
mentor_822a8b48,3.7,36
mentor_c85c61ee,2.9,11
mentor_721a90e1,4.3,19
mentor_52a80208,4.1,10
mentor_ac3c795b,3.3,2
mentor_b6452a91,4.2,26
mentor_1d0889c4,4.0,11
mentor_5a677221,4.0,27
mentor_26b9ffd4,4.7,57
mentor_3e1a638d,4.7,4
mentor_48e6ebb9,4.2,31
mentor_2afd19bc,3.2,54
mentor_b32859fd,2.9,9
mentor_8905190d,4.7,36
mentor_b14da3d8,3.0,31
mentor_6469b7df,3.6,13
mentor_a404e5cd,4.2,22
mentor_c9d293ae,3.5,27
mentor_d487c830,2.8,34
mentor_84313951,3.3,42
mentor_5a30f8f4,3.1,18
mentor_1556778d,4.2,46
mentor_b8cc81b9,3.1,3
mentor_442219b6,3.8,4
mentor_17492609,3.7,6
mentor_b49a2595,3.0,23
mentor_8952008d,3.4,39
mentor_23ab521a,4.3,12
mentor_d6d0a4ea,3.9,46
mentor_6d0bfe47,2.4,26
mentor_af8c41c6,3.1,34
mentor_ec43af44,4.3,23
mentor_149c46b3,3.4,25
mentor_dbc4a808,4.5,13
mentor_ded64bf6,3.1,25
mentor_1f140d43,4.6,41
mentor_1c819f79,3.7,35
mentor_d42272c3,2.9,12
mentor_7d013eba,3.5,2
mentor_24f55cc4,4.0,17
mentor_becd0889,4.7,2
mentor_ab51f867,3.9,12
mentor_99547005,4.6,34
mentor_929246df,3.4,43
mentor_ca53d2bb,4.4,5
mentor_09f2d124,4.1,33
mentor_7d036dff,4.5,16
mentor_1ef38982,3.9,16
mentor_b0f41ef8,3.8,18
mentor_8f2067cf,2.8,34
mentor_2494f35f,3.4,35
mentor_a8929c21,4.0,5
mentor_9c55284e,3.8,28
mentor_363fb4a9,4.2,30
mentor_c053aff9,2.9,13
mentor_e5abff8b,4.1,29
mentor_725f39c7,3.4,32
mentor_bd5dcdc1,3.3,40
mentor_02006907,3.9,13
mentor_1dbb74fe,3.6,3
mentor_5a13d4a4,3.7,34
mentor_37fa2d3e,3.7,13
mentor_f86fd617,4.7,25
mentor_3a31d620,4.3,18
mentor_955742be,3.9,17
mentor_708cc644,2.6,24
mentor_83728d83,4.3,23
mentor_73822771,3.8,22
mentor_9f439c73,2.9,44
mentor_9d1472fa,3.2,22
mentor_52b6ca47,3.6,5
mentor_ee1d6654,3.7,8
mentor_6048eacc,4.0,20
mentor_42010909,3.2,19
mentor_9c02e43c,4.0,8
mentor_2d7d67fc,2.6,42
mentor_7f161ae9,2.7,16
mentor_faf364e2,4.7,22
mentor_5ccf9551,4.6,19
mentor_e34a03e0,3.0,21
mentor_3baa9b27,4.7,12
mentor_02547574,3.4,21
mentor_29ca9079,3.9,29
mentor_bfd26a3b,4.0,1
mentor_4cb09b99,4.2,36
mentor_0c16400f,4.3,22
